user_id,sleep_id,timestamp,light,rem,deep,fall_asleep,awake,device,is_anomalous
1,1_20240210,2024-02-10T21:30:00,16317.0,6918.0,7742.0,1700.0,1277.0,Source_A,False
1,1_20240211,2024-02-11T21:02:00,8805.0,3927.0,2748.0,204.0,532.0,Source_A,False
1,1_20240212,2024-02-12T22:31:00,9240.0,3811.0,4216.0,0.0,1198.0,Source_D,False
1,1_20240213,2024-02-13T21:39:00,11366.0,5296.0,3231.0,1662.0,941.0,Source_B,False
1,1_20240214,2024-02-14T22:34:00,16349.0,8014.0,7070.0,0.0,1633.0,Source_E,False
1,1_20240215,2024-02-15T21:19:00,7630.0,3686.0,2298.0,2057.0,1097.0,Source_C,False
1,1_20240216,2024-02-16T23:27:00,13287.0,6428.0,4784.0,2026.0,996.0,Source_D,False
1,1_20240217,2024-02-17T22:21:00,12243.0,5229.0,3254.0,2535.0,1046.0,Source_F,False
1,1_20240218,2024-02-18T21:59:00,9322.0,3889.0,3953.0,0.0,659.0,Source_C,False
1,1_20240219,2024-02-19T22:46:00,,,,,,Source_F,True
1,1_20240220,2024-02-20T22:18:00,18635.0,7877.0,6036.0,1566.0,1422.0,Source_C,False
1,1_20240221,2024-02-21T22:52:00,9989.0,4777.0,4346.0,486.0,751.0,Source_D,False
1,1_20240222,2024-02-22T21:46:00,14348.0,6554.0,5142.0,618.0,1145.0,Source_D,False
1,1_20240223,2024-02-23T21:38:00,10942.0,5690.0,4176.0,1988.0,1266.0,Source_B,False
1,1_20240224,2024-02-24T23:36:00,9843.0,4456.0,2846.0,3824.0,684.0,Source_A,False
1,1_20240225,2024-02-25T22:51:00,12707.0,5738.0,3571.0,2592.0,943.0,Source_A,False
1,1_20240226,2024-02-26T22:36:00,9218.0,4700.0,3885.0,1566.0,912.0,Source_B,False
1,1_20240227,2024-02-27T22:18:00,8755.0,3833.0,3041.0,338.0,922.0,Source_D,False
1,1_20240228,2024-02-28T23:01:00,15605.0,7594.0,5798.0,351.0,1399.0,Source_D,False
1,1_20240229,2024-02-29T21:32:00,9504.0,4806.0,3590.0,221.0,1331.0,Source_D,False
1,1_20240301,2024-03-01T22:42:00,15887.0,7209.0,4815.0,6066.0,1187.0,Source_E,False
1,1_20240302,2024-03-02T23:22:00,14606.0,6658.0,6079.0,1809.0,1529.0,Source_A,False
1,1_20240303,2024-03-03T22:52:00,10546.0,4912.0,3885.0,0.0,1251.0,Source_A,False
1,1_20240304,2024-03-04T21:35:00,13226.0,5952.0,4490.0,845.0,1544.0,Source_E,False
1,1_20240305,2024-03-05T22:48:00,8864.0,4078.0,2714.0,107.0,780.0,Source_F,False
1,1_20240306,2024-03-06T21:22:00,14575.0,6337.0,4453.0,2144.0,1443.0,Source_C,False
1,1_20240307,2024-03-07T21:21:00,15912.0,7741.0,7744.0,1544.0,2335.0,Source_D,False
1,1_20240308,2024-03-08T21:06:00,,,,,,Source_F,True
1,1_20240309,2024-03-09T21:34:00,9922.0,4413.0,3076.0,316.0,1164.0,Source_C,False
1,1_20240310,2024-03-10T21:38:00,18103.0,8192.0,7348.0,0.0,1061.0,Source_B,False
1,1_20240311,2024-03-11T23:22:00,10829.0,4801.0,3850.0,2434.0,1410.0,Source_A,False
1,1_20240312,2024-03-12T21:37:00,7806.0,3365.0,2751.0,973.0,1047.0,Source_C,False
1,1_20240313,2024-03-13T22:04:00,13360.0,6883.0,6101.0,0.0,1870.0,Source_E,False
1,1_20240314,2024-03-14T21:03:00,8556.0,3930.0,3522.0,513.0,1020.0,Source_B,False
1,1_20240315,2024-03-15T22:25:00,14848.0,5993.0,5357.0,2724.0,963.0,Source_B,False
1,1_20240316,2024-03-16T21:40:00,13409.0,5626.0,5023.0,0.0,1104.0,Source_E,False
1,1_20240317,2024-03-17T21:24:00,8071.0,3376.0,2783.0,0.0,1052.0,Source_E,False
1,1_20240318,2024-03-18T21:46:00,15989.0,8727.0,6389.0,2031.0,1823.0,Source_A,False
1,1_20240319,2024-03-19T21:17:00,,,,,,Source_C,True
1,1_20240320,2024-03-20T22:02:00,18279.0,8229.0,6821.0,0.0,1082.0,Source_C,False
1,1_20240321,2024-03-21T22:11:00,7754.0,3141.0,2464.0,1022.0,686.0,Source_B,False
1,1_20240322,2024-03-22T22:27:00,10065.0,4827.0,4404.0,0.0,996.0,Source_A,False
1,1_20240323,2024-03-23T21:52:00,,,,,,Source_D,True
1,1_20240324,2024-03-24T23:04:00,17539.0,6659.0,7239.0,0.0,1698.0,Source_E,False
1,1_20240325,2024-03-25T21:54:00,8458.0,3707.0,2584.0,111.0,555.0,Source_B,False
1,1_20240326,2024-03-26T21:25:00,9407.0,4480.0,3141.0,927.0,603.0,Source_E,False
1,1_20240327,2024-03-27T21:34:00,12393.0,4685.0,3634.0,946.0,1444.0,Source_E,False
1,1_20240328,2024-03-28T23:04:00,10655.0,4674.0,4512.0,0.0,1229.0,Source_D,False
1,1_20240329,2024-03-29T23:16:00,16277.0,6161.0,5224.0,564.0,1618.0,Source_E,False
1,1_20240330,2024-03-30T22:00:00,9239.0,3920.0,3985.0,1634.0,598.0,Source_F,False
1,1_20240331,2024-03-31T22:33:00,13161.0,5332.0,5276.0,0.0,1701.0,Source_C,False
1,1_20240401,2024-04-01T22:29:00,8721.0,3980.0,3280.0,2118.0,1159.0,Source_F,False
1,1_20240402,2024-04-02T21:13:00,9760.0,4675.0,4014.0,0.0,1320.0,Source_D,False
1,1_20240403,2024-04-03T22:33:00,12114.0,4973.0,3793.0,553.0,984.0,Source_D,False
1,1_20240404,2024-04-04T22:32:00,,,,,,Source_B,True
1,1_20240405,2024-04-05T22:55:00,,,,,,Source_A,True
1,1_20240406,2024-04-06T21:01:00,9053.0,4281.0,2822.0,1582.0,962.0,Source_B,False
1,1_20240407,2024-04-07T23:54:00,15208.0,6121.0,4295.0,2857.0,1102.0,Source_A,False
1,1_20240408,2024-04-08T21:02:00,,,,,,Source_F,True
1,1_20240409,2024-04-09T23:20:00,,,,,,Source_A,True
1,1_20240410,2024-04-10T21:40:00,15664.0,6831.0,4715.0,2294.0,1803.0,Source_C,False
1,1_20240411,2024-04-11T21:25:00,,,,,,Source_B,True
1,1_20240412,2024-04-12T21:16:00,15343.0,6428.0,3872.0,886.0,1439.0,Source_D,False
2,2_20240101,2024-01-01T22:13:00,10288.0,5322.0,4129.0,2002.0,809.0,Source_B,False
2,2_20240102,2024-01-02T23:06:00,9823.0,4403.0,4285.0,342.0,669.0,Source_E,False
2,2_20240103,2024-01-03T22:37:00,11146.0,4367.0,3611.0,1365.0,793.0,Source_B,False
2,2_20240104,2024-01-04T23:56:00,14820.0,6941.0,4848.0,3366.0,2105.0,Source_D,False
2,2_20240105,2024-01-05T21:03:00,10073.0,4939.0,4588.0,1231.0,1130.0,Source_A,False
2,2_20240106,2024-01-06T22:46:00,10900.0,5099.0,4215.0,1158.0,971.0,Source_C,False
2,2_20240107,2024-01-07T22:33:00,13348.0,5319.0,4417.0,739.0,744.0,Source_D,False
2,2_20240108,2024-01-08T21:05:00,7500.0,3329.0,2474.0,2040.0,662.0,Source_A,False
2,2_20240109,2024-01-09T23:23:00,14263.0,5514.0,3709.0,2042.0,1918.0,Source_F,False
2,2_20240110,2024-01-10T22:01:00,,,,,,Source_D,True
2,2_20240111,2024-01-11T22:50:00,9933.0,4525.0,4028.0,206.0,1268.0,Source_A,False
2,2_20240112,2024-01-12T21:05:00,12427.0,4983.0,4772.0,337.0,1214.0,Source_B,False
2,2_20240113,2024-01-13T21:25:00,12725.0,6262.0,4343.0,2665.0,1346.0,Source_B,False
2,2_20240114,2024-01-14T23:02:00,17431.0,7689.0,5763.0,1852.0,1793.0,Source_C,False
2,2_20240115,2024-01-15T22:12:00,10200.0,4188.0,4153.0,0.0,1189.0,Source_A,False
2,2_20240116,2024-01-16T23:14:00,13189.0,6863.0,5457.0,1289.0,1833.0,Source_E,False
2,2_20240117,2024-01-17T22:13:00,,,,,,Source_F,True
2,2_20240118,2024-01-18T22:59:00,10685.0,4912.0,4236.0,0.0,1261.0,Source_A,False
2,2_20240119,2024-01-19T23:20:00,15031.0,6980.0,6327.0,259.0,1327.0,Source_B,False
2,2_20240120,2024-01-20T21:41:00,17163.0,7327.0,6527.0,0.0,2172.0,Source_D,False
2,2_20240121,2024-01-21T21:37:00,9646.0,4589.0,4173.0,632.0,1344.0,Source_D,False
2,2_20240122,2024-01-22T23:01:00,16530.0,6931.0,4479.0,3292.0,1549.0,Source_B,False
2,2_20240123,2024-01-23T23:06:00,16933.0,6619.0,5229.0,1453.0,1752.0,Source_D,False
2,2_20240124,2024-01-24T22:38:00,7372.0,3180.0,3200.0,959.0,611.0,Source_D,False
2,2_20240125,2024-01-25T23:32:00,9874.0,4660.0,2974.0,1075.0,1190.0,Source_F,False
2,2_20240126,2024-01-26T22:37:00,10390.0,4781.0,3649.0,880.0,1071.0,Source_E,False
2,2_20240127,2024-01-27T21:46:00,17045.0,7824.0,6704.0,0.0,1914.0,Source_D,False
2,2_20240128,2024-01-28T22:42:00,7997.0,4095.0,3512.0,267.0,645.0,Source_C,False
2,2_20240129,2024-01-29T23:46:00,15832.0,6464.0,6995.0,275.0,1563.0,Source_A,False
2,2_20240130,2024-01-30T21:32:00,8251.0,3123.0,2882.0,33.0,938.0,Source_E,False
2,2_20240131,2024-01-31T21:07:00,,,,,,Source_C,True
2,2_20240201,2024-02-01T21:13:00,,,,,,Source_E,True
2,2_20240202,2024-02-02T22:45:00,15655.0,7173.0,4153.0,695.0,1479.0,Source_E,False
2,2_20240203,2024-02-03T23:20:00,13837.0,5656.0,3535.0,2279.0,787.0,Source_E,False
2,2_20240204,2024-02-04T21:34:00,,,,,,Source_B,True
2,2_20240205,2024-02-05T23:16:00,,,,,,Source_A,True
2,2_20240206,2024-02-06T23:51:00,14466.0,5906.0,3654.0,2245.0,1126.0,Source_B,False
2,2_20240207,2024-02-07T22:27:00,16733.0,6400.0,6016.0,391.0,1101.0,Source_E,False
2,2_20240208,2024-02-08T22:21:00,18326.0,8096.0,8260.0,109.0,1175.0,Source_E,False
2,2_20240209,2024-02-09T23:50:00,,,,,,Source_A,True
2,2_20240210,2024-02-10T22:15:00,16515.0,7742.0,5236.0,1669.0,1687.0,Source_E,False
2,2_20240211,2024-02-11T21:49:00,12119.0,5377.0,4813.0,1908.0,1668.0,Source_C,False
2,2_20240212,2024-02-12T23:02:00,13816.0,6730.0,4321.0,915.0,1705.0,Source_B,False
2,2_20240213,2024-02-13T23:27:00,16170.0,6895.0,6708.0,3130.0,1343.0,Source_C,False
2,2_20240214,2024-02-14T23:07:00,17240.0,8331.0,6373.0,145.0,2005.0,Source_D,False
2,2_20240215,2024-02-15T23:31:00,,,,,,Source_F,True
2,2_20240216,2024-02-16T21:53:00,16151.0,8761.0,5701.0,3980.0,1196.0,Source_C,False
2,2_20240217,2024-02-17T23:20:00,18013.0,8540.0,4983.0,1453.0,2037.0,Source_A,False
2,2_20240218,2024-02-18T21:46:00,,,,,,Source_E,True
2,2_20240219,2024-02-19T21:36:00,14807.0,6025.0,5728.0,0.0,1071.0,Source_A,False
2,2_20240220,2024-02-20T22:21:00,,,,,,Source_B,True
2,2_20240221,2024-02-21T21:49:00,9142.0,4169.0,3187.0,278.0,810.0,Source_B,False
2,2_20240222,2024-02-22T21:53:00,16124.0,7996.0,6849.0,0.0,1182.0,Source_A,False
2,2_20240223,2024-02-23T23:36:00,16401.0,6988.0,6549.0,0.0,1540.0,Source_C,False
2,2_20240224,2024-02-24T22:16:00,12647.0,5469.0,4108.0,3251.0,1800.0,Source_D,False
2,2_20240225,2024-02-25T22:26:00,9320.0,4323.0,2894.0,1139.0,987.0,Source_F,False
3,3_20240101,2024-01-01T22:45:00,16043.0,8293.0,5133.0,3646.0,1894.0,Source_F,False
3,3_20240102,2024-01-02T22:28:00,18075.0,7542.0,5502.0,2065.0,1450.0,Source_F,False
3,3_20240103,2024-01-03T23:53:00,18279.0,8623.0,6859.0,0.0,1348.0,Source_C,False
3,3_20240104,2024-01-04T23:19:00,15102.0,6122.0,5728.0,1646.0,1628.0,Source_A,False
3,3_20240105,2024-01-05T22:08:00,7060.0,3161.0,2582.0,1074.0,676.0,Source_B,False
3,3_20240106,2024-01-06T21:42:00,17246.0,6884.0,5624.0,660.0,2009.0,Source_A,False
3,3_20240107,2024-01-07T23:29:00,16061.0,7627.0,6612.0,2349.0,2332.0,Source_B,False
3,3_20240108,2024-01-08T21:16:00,14270.0,7033.0,6193.0,1492.0,2125.0,Source_E,False
3,3_20240109,2024-01-09T23:07:00,13839.0,6208.0,5614.0,0.0,1704.0,Source_C,False
3,3_20240110,2024-01-10T21:17:00,13606.0,5331.0,5245.0,1300.0,836.0,Source_F,False
3,3_20240111,2024-01-11T23:16:00,12793.0,5945.0,4933.0,1986.0,925.0,Source_E,False
3,3_20240112,2024-01-12T23:08:00,13894.0,6343.0,5677.0,0.0,1249.0,Source_A,False
3,3_20240113,2024-01-13T22:51:00,,,,,,Source_D,True
3,3_20240114,2024-01-14T23:43:00,13740.0,6299.0,6076.0,410.0,1284.0,Source_A,False
3,3_20240115,2024-01-15T23:14:00,,,,,,Source_B,True
3,3_20240116,2024-01-16T21:41:00,12739.0,4773.0,3636.0,1844.0,731.0,Source_C,False
3,3_20240117,2024-01-17T23:12:00,13607.0,6140.0,6736.0,2724.0,968.0,Source_D,False
3,3_20240118,2024-01-18T21:28:00,10896.0,5230.0,4064.0,1598.0,1048.0,Source_D,False
3,3_20240119,2024-01-19T22:24:00,8029.0,4218.0,3249.0,1466.0,868.0,Source_A,False
3,3_20240120,2024-01-20T22:49:00,,,,,,Source_F,True
3,3_20240121,2024-01-21T21:14:00,16124.0,6094.0,4999.0,506.0,1829.0,Source_E,False
3,3_20240122,2024-01-22T21:42:00,,,,,,Source_C,True
3,3_20240123,2024-01-23T22:24:00,15639.0,6448.0,3999.0,2064.0,1149.0,Source_B,False
3,3_20240124,2024-01-24T23:44:00,7453.0,3297.0,2416.0,2032.0,591.0,Source_A,False
3,3_20240125,2024-01-25T23:55:00,16332.0,8016.0,7274.0,1251.0,1756.0,Source_A,False
3,3_20240126,2024-01-26T22:48:00,12733.0,5830.0,4156.0,901.0,886.0,Source_B,False
3,3_20240127,2024-01-27T23:37:00,18161.0,8089.0,5433.0,2080.0,1897.0,Source_F,False
3,3_20240128,2024-01-28T22:10:00,,,,,,Source_E,True
3,3_20240129,2024-01-29T22:11:00,12923.0,6410.0,5508.0,2028.0,1305.0,Source_D,False
3,3_20240130,2024-01-30T23:37:00,14626.0,5883.0,5800.0,764.0,1990.0,Source_F,False
3,3_20240131,2024-01-31T21:27:00,18743.0,7071.0,7978.0,0.0,1763.0,Source_B,False
3,3_20240201,2024-02-01T23:57:00,8578.0,3632.0,3137.0,0.0,949.0,Source_B,False
3,3_20240202,2024-02-02T23:15:00,15856.0,7072.0,5257.0,4363.0,1475.0,Source_A,False
3,3_20240203,2024-02-03T21:24:00,13074.0,6550.0,3919.0,2519.0,1819.0,Source_C,False
3,3_20240204,2024-02-04T21:57:00,7965.0,4152.0,2287.0,2058.0,746.0,Source_D,False
3,3_20240205,2024-02-05T22:38:00,9671.0,4191.0,2393.0,1401.0,742.0,Source_F,False
3,3_20240206,2024-02-06T22:31:00,11557.0,5623.0,5539.0,219.0,1344.0,Source_C,False
3,3_20240207,2024-02-07T21:34:00,7767.0,3667.0,2167.0,751.0,1055.0,Source_F,False
3,3_20240208,2024-02-08T23:27:00,,,,,,Source_A,True
3,3_20240209,2024-02-09T22:03:00,14701.0,5882.0,5809.0,1267.0,1268.0,Source_B,False
3,3_20240210,2024-02-10T22:55:00,15930.0,7679.0,6624.0,0.0,1472.0,Source_D,False
3,3_20240211,2024-02-11T23:34:00,16201.0,7209.0,7374.0,3505.0,1538.0,Source_B,False
3,3_20240212,2024-02-12T23:31:00,14264.0,5854.0,3822.0,1368.0,893.0,Source_F,False
3,3_20240213,2024-02-13T21:38:00,8375.0,4163.0,3716.0,898.0,590.0,Source_C,False
3,3_20240214,2024-02-14T22:19:00,9556.0,4257.0,2503.0,631.0,546.0,Source_A,False
3,3_20240215,2024-02-15T21:20:00,10209.0,4834.0,3584.0,1365.0,854.0,Source_C,False
3,3_20240216,2024-02-16T23:58:00,11448.0,5155.0,3537.0,855.0,829.0,Source_E,False
3,3_20240217,2024-02-17T21:24:00,15702.0,7679.0,5268.0,756.0,2170.0,Source_E,False
3,3_20240218,2024-02-18T22:24:00,9994.0,4190.0,2806.0,2153.0,1033.0,Source_A,False
3,3_20240219,2024-02-19T23:02:00,,,,,,Source_C,True
3,3_20240220,2024-02-20T23:24:00,15281.0,6078.0,4176.0,2543.0,1391.0,Source_C,False
3,3_20240221,2024-02-21T22:47:00,,,,,,Source_E,True
3,3_20240222,2024-02-22T23:12:00,9089.0,4345.0,3276.0,577.0,1280.0,Source_F,False
3,3_20240223,2024-02-23T22:31:00,10852.0,4994.0,4100.0,0.0,649.0,Source_D,False
3,3_20240224,2024-02-24T22:50:00,14096.0,5702.0,4019.0,3128.0,854.0,Source_E,False
3,3_20240225,2024-02-25T22:21:00,,,,,,Source_E,True
3,3_20240226,2024-02-26T21:32:00,13028.0,5738.0,4697.0,3688.0,1305.0,Source_A,False
3,3_20240227,2024-02-27T22:37:00,6810.0,3477.0,2882.0,789.0,531.0,Source_A,False
3,3_20240228,2024-02-28T21:39:00,10439.0,5016.0,2918.0,997.0,1120.0,Source_E,False
3,3_20240229,2024-02-29T23:31:00,7796.0,3641.0,3003.0,0.0,928.0,Source_F,False
3,3_20240301,2024-03-01T22:46:00,8495.0,4118.0,2322.0,840.0,1055.0,Source_B,False
3,3_20240302,2024-03-02T22:02:00,18646.0,7920.0,5224.0,1981.0,1917.0,Source_A,False
3,3_20240303,2024-03-03T21:24:00,13922.0,6063.0,5366.0,987.0,1674.0,Source_C,False
3,3_20240304,2024-03-04T21:54:00,8470.0,3768.0,3282.0,252.0,984.0,Source_F,False
3,3_20240305,2024-03-05T22:36:00,13795.0,6764.0,5547.0,2616.0,1389.0,Source_F,False
3,3_20240306,2024-03-06T21:28:00,15239.0,6537.0,4086.0,2860.0,1987.0,Source_E,False
3,3_20240307,2024-03-07T23:57:00,8039.0,3553.0,3295.0,0.0,932.0,Source_D,False
3,3_20240308,2024-03-08T22:48:00,15509.0,6587.0,5576.0,542.0,1468.0,Source_F,False
3,3_20240309,2024-03-09T22:14:00,13021.0,5468.0,4402.0,980.0,1700.0,Source_B,False
3,3_20240310,2024-03-10T23:44:00,6914.0,3533.0,2883.0,724.0,875.0,Source_F,False
3,3_20240311,2024-03-11T22:22:00,12152.0,6453.0,3991.0,1699.0,1666.0,Source_F,False
3,3_20240312,2024-03-12T21:40:00,8538.0,3692.0,2342.0,1302.0,891.0,Source_B,False
3,3_20240313,2024-03-13T22:38:00,13484.0,5934.0,5373.0,964.0,1770.0,Source_C,False
3,3_20240314,2024-03-14T21:00:00,17506.0,8781.0,5056.0,2603.0,1393.0,Source_A,False
3,3_20240315,2024-03-15T23:53:00,16052.0,6907.0,5064.0,1918.0,1112.0,Source_B,False
3,3_20240316,2024-03-16T21:19:00,9471.0,4776.0,3890.0,1414.0,744.0,Source_E,False
3,3_20240317,2024-03-17T21:42:00,17912.0,7499.0,6582.0,0.0,2085.0,Source_C,False
3,3_20240318,2024-03-18T23:14:00,15601.0,6724.0,4925.0,4404.0,1055.0,Source_D,False
3,3_20240319,2024-03-19T23:36:00,7270.0,3025.0,1966.0,1432.0,988.0,Source_E,False
3,3_20240320,2024-03-20T21:32:00,11557.0,5532.0,4447.0,903.0,1161.0,Source_F,False
3,3_20240321,2024-03-21T23:42:00,7796.0,3369.0,3270.0,0.0,699.0,Source_A,False
3,3_20240322,2024-03-22T23:42:00,8163.0,3999.0,2899.0,1965.0,623.0,Source_F,False
3,3_20240323,2024-03-23T22:41:00,14551.0,7871.0,6250.0,1201.0,1802.0,Source_C,False
3,3_20240324,2024-03-24T22:04:00,,,,,,Source_B,True
3,3_20240325,2024-03-25T22:49:00,15754.0,7273.0,6372.0,0.0,1032.0,Source_B,False
3,3_20240326,2024-03-26T21:45:00,8550.0,4070.0,2648.0,1225.0,979.0,Source_B,False
3,3_20240327,2024-03-27T22:27:00,,,,,,Source_B,True
3,3_20240328,2024-03-28T21:08:00,18616.0,8200.0,6462.0,0.0,1597.0,Source_E,False
3,3_20240329,2024-03-29T22:03:00,9808.0,4408.0,3902.0,0.0,877.0,Source_A,False
3,3_20240330,2024-03-30T23:00:00,7612.0,3665.0,2517.0,1103.0,870.0,Source_F,False
3,3_20240331,2024-03-31T22:06:00,8209.0,3640.0,3310.0,776.0,655.0,Source_F,False
3,3_20240401,2024-04-01T21:34:00,14903.0,6637.0,3959.0,1759.0,1579.0,Source_D,False
3,3_20240402,2024-04-02T22:08:00,12628.0,5847.0,4351.0,0.0,1572.0,Source_B,False
3,3_20240403,2024-04-03T21:25:00,9733.0,4214.0,3219.0,1011.0,983.0,Source_A,False
3,3_20240404,2024-04-04T23:42:00,13813.0,7575.0,6170.0,1859.0,1156.0,Source_A,False
3,3_20240405,2024-04-05T23:15:00,9550.0,5159.0,3232.0,1590.0,1411.0,Source_B,False
3,3_20240406,2024-04-06T22:18:00,14322.0,6582.0,4180.0,1810.0,1619.0,Source_F,False
3,3_20240407,2024-04-07T21:46:00,14240.0,6007.0,5125.0,861.0,1634.0,Source_A,False
3,3_20240408,2024-04-08T21:12:00,8568.0,3457.0,2351.0,1545.0,616.0,Source_A,False
3,3_20240409,2024-04-09T21:30:00,8458.0,4327.0,2880.0,1185.0,1204.0,Source_D,False
3,3_20240410,2024-04-10T22:06:00,11069.0,5431.0,4016.0,2762.0,722.0,Source_E,False
3,3_20240411,2024-04-11T22:53:00,7397.0,3319.0,3429.0,701.0,854.0,Source_D,False
3,3_20240412,2024-04-12T22:56:00,12263.0,5784.0,5349.0,0.0,975.0,Source_F,False
3,3_20240413,2024-04-13T22:23:00,8310.0,4220.0,3117.0,1443.0,993.0,Source_D,False
3,3_20240414,2024-04-14T21:54:00,15743.0,6992.0,6782.0,588.0,1161.0,Source_E,False
3,3_20240415,2024-04-15T21:14:00,7319.0,3568.0,2317.0,1333.0,850.0,Source_B,False
3,3_20240416,2024-04-16T21:24:00,7851.0,3486.0,2388.0,721.0,723.0,Source_D,False
3,3_20240417,2024-04-17T21:38:00,13553.0,5323.0,3705.0,1984.0,1378.0,Source_B,False
3,3_20240418,2024-04-18T23:44:00,18286.0,8334.0,5615.0,1998.0,1652.0,Source_C,False
3,3_20240419,2024-04-19T21:58:00,9831.0,3985.0,3241.0,1892.0,640.0,Source_E,False
3,3_20240420,2024-04-20T21:43:00,9172.0,3846.0,3494.0,468.0,1030.0,Source_B,False
3,3_20240421,2024-04-21T21:57:00,10647.0,4422.0,3252.0,2534.0,971.0,Source_A,False
3,3_20240422,2024-04-22T23:33:00,12193.0,4889.0,4251.0,1108.0,1645.0,Source_B,False
3,3_20240423,2024-04-23T21:28:00,12237.0,5197.0,5121.0,1202.0,1169.0,Source_C,False
3,3_20240424,2024-04-24T23:15:00,9258.0,4077.0,2880.0,96.0,1172.0,Source_A,False
3,3_20240425,2024-04-25T21:22:00,,,,,,Source_B,True
3,3_20240426,2024-04-26T21:56:00,14257.0,7182.0,5657.0,2103.0,1870.0,Source_B,False
3,3_20240427,2024-04-27T21:52:00,11600.0,5287.0,4593.0,3061.0,882.0,Source_A,False
3,3_20240428,2024-04-28T23:49:00,16774.0,8193.0,4605.0,2219.0,1401.0,Source_C,False
3,3_20240429,2024-04-29T22:22:00,17598.0,7331.0,6171.0,0.0,1619.0,Source_D,False
3,3_20240430,2024-04-30T22:59:00,,,,,,Source_D,True
3,3_20240501,2024-05-01T22:29:00,10584.0,5275.0,4639.0,799.0,732.0,Source_E,False
